Stock_0,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10
3.879557205102897,2.052529471701855,-2.8504049280135977,6.727920160909044,-3.1371841060435717,2.1989308841757804,5.188372577603511,3.482442161616892,-2.3905397621735283,7.260564228063764,-0.8414436693697143
1.5305097604167086,0.48856751517812214,0.3415496557903567,2.1930517247531394,1.9205953434560445,-1.647977403597987,3.0359345991171605,-1.8382164755209494,0.18046047746397031,1.1332445042809192,1.4871373662369107
-2.331474682089414,11.975674526977242,-6.541656039273133,6.227605220611501,-4.910709144684244,12.210301999438403,-2.2522866733127813,11.997336923792572,-6.6701370860375935,7.155308098066206,-8.253556099302878
-2.913515706370461,-7.182858420001477,0.8475277166443663,-6.929881189290467,0.6580002982540085,-5.609912972471544,-2.116498950468247,-5.183643365767217,0.7135490137431628,-4.988579599766256,0.6036932215389728
7.574429630372359,8.766365985072861,-2.126381982584765,12.262413318903688,-3.129251614276544,7.1660751421817315,6.519778356457734,8.292702977514894,-2.844579128189801,10.762348802449106,-2.730682932790123
6.092410990428448,-3.165301214424112,21.615232968130712,-5.538642330394202,22.58416017686682,-3.810486916071623,7.884405574639006,-3.037636287057604,20.764696368016143,-6.745009766000512,21.126402130714425
-11.253807049656373,19.156863091481885,-3.5390352391344226,0.7884184950002894,-4.163956697752198,20.77276066479316,-10.239994444174924,20.164972570937007,-2.0021951962017224,1.8876663898428252,-2.288402639986131
-7.090050777143282,-1.2156273125964572,-3.4093407616900757,-5.698311431621146,-4.399897695560526,-1.263736235909779,-7.995300218277156,-0.6388127195317137,-4.551507860748293,-8.69675032687454,-5.2474884662859616
-0.2501287067423261,-4.035795082193697,-8.13886733065301,-2.3291014222538,-6.39493093166526,-4.093210623428119,-2.4554749346910083,-5.577682821808884,-6.153733660879066,-1.1629990655618818,-8.346937366898887
-7.390183102264418,3.7155626593359328,11.42476977739009,-12.944576511677214,10.746447069963446,1.7934524826931186,-7.21500013592245,3.909569638356877,12.144024740663614,-10.480447246749902,10.771971641814527
-8.42028987465786,-4.8118825340868385,-0.17106541696654687,-9.163106049626466,0.16930264597347233,-5.117175660995846,-9.097183983314745,-4.890086690681227,0.4774106005863416,-10.093893895732155,1.602001983077951
2.6315935925315186,-15.423349254956724,-3.6109985410874774,-4.223824587460705,-3.04970547598713,-16.595734303199748,2.274987671498055,-17.805414122814128,-3.7651837978496614,-3.4069056759666223,-4.227157506801889
1.324921887096957,-0.5113550791454411,3.2664406034997846,-2.0497624890243045,2.4637492299134327,-2.4348792849018155,0.32732069571987665,-2.836023665259315,5.67043259675225,-3.493944551367372,2.3678999483308596
2.4933008004966566,3.622238197833592,-1.9519999936232526,8.619813240626693,-3.3436606504224615,5.379896310724226,1.3116381012226215,5.871968657728135,-3.0107460097071232,6.790890652072004,-4.462991782925063
-15.05898080572156,13.148391434278821,-0.5949124322912394,-10.266286865102296,-2.6420528080798276,10.41311055012348,-14.970205439779704,12.38871361526186,-1.0947781750504701,-7.945183146414156,-2.321057638093145
